failure_type,query_id,query,product_id,relevance_score,ltr_rank,ltr_score,bm25_rank,tfidf_rank
irrelevant_in_top10,309,moen 5995 arbor one,35050,0,6.0,-0.798696646744097,6.0,6.0
irrelevant_in_top10,309,moen 5995 arbor one,9370,0,7.0,-0.8038819898983255,1.0,7.0
irrelevant_in_top10,309,moen 5995 arbor one,13641,0,8.0,-0.8047119373251576,3.0,9.0
irrelevant_in_top10,309,moen 5995 arbor one,25966,0,10.0,-0.8231458327511447,9.0,15.0
irrelevant_in_top10,325,outdoor waterproof chest,36909,0,1.0,0.6455924019831486,3.0,3.0
irrelevant_in_top10,325,outdoor waterproof chest,15049,0,2.0,0.218238209347545,1.0,1.0
irrelevant_in_top10,325,outdoor waterproof chest,14736,0,3.0,0.12297008339586366,85.0,86.0
irrelevant_in_top10,325,outdoor waterproof chest,24952,0,4.0,0.05118681259123986,6.0,6.0
irrelevant_in_top10,325,outdoor waterproof chest,30586,0,5.0,0.03347527370600201,8.0,8.0
irrelevant_in_top10,325,outdoor waterproof chest,35671,0,7.0,0.030122997609053858,11.0,15.0
irrelevant_in_top10,325,outdoor waterproof chest,39432,0,8.0,-0.005673507952105542,5.0,5.0
irrelevant_in_top10,325,outdoor waterproof chest,24861,0,10.0,-0.2869064293570154,4.0,2.0
irrelevant_in_top10,339,ruckus chair,8593,0,4.0,0.8747500630993664,28.0,23.0
irrelevant_in_top10,339,ruckus chair,4444,0,6.0,0.5063107497479836,22.0,13.0
irrelevant_in_top10,339,ruckus chair,18589,0,8.0,0.4424826136428074,40.0,15.0
irrelevant_in_top10,339,ruckus chair,16118,0,9.0,0.3695331490385607,33.0,14.0
irrelevant_in_top10,339,ruckus chair,10976,0,10.0,0.30218297593462223,30.0,11.0
irrelevant_in_top10,364,croscill ashton,42506,0,6.0,-0.643591233573958,2.0,5.0
irrelevant_in_top10,364,croscill ashton,42054,0,9.0,-0.7122420175568432,15.0,8.0
irrelevant_in_top10,366,drudge report,30284,0,1.0,-2.2315873397258743,1.0,1.0
irrelevant_in_top10,482,48 inch kitchen hood,555,0,3.0,-0.4704558001917052,6.0,16.0
irrelevant_in_top10,482,48 inch kitchen hood,15714,0,9.0,-0.7627326360367733,104.0,104.0
relevant_below_top10,5,sofa with ottoman,41397,2,11.0,0.8447196698128251,22.0,15.0
relevant_below_top10,5,sofa with ottoman,7103,2,12.0,0.8121069510217052,13.0,31.0
relevant_below_top10,5,sofa with ottoman,6155,2,13.0,0.8012665644251414,12.0,30.0
relevant_below_top10,5,sofa with ottoman,15873,2,14.0,0.7881402838404663,15.0,32.0
relevant_below_top10,5,sofa with ottoman,40139,2,15.0,0.7674111246949864,21.0,28.0
relevant_below_top10,5,sofa with ottoman,2800,2,16.0,0.767356779422776,11.0,35.0
relevant_below_top10,5,sofa with ottoman,26219,2,17.0,0.7422426048221922,44.0,38.0
relevant_below_top10,5,sofa with ottoman,31024,2,18.0,0.7288732644722825,19.0,26.0
relevant_below_top10,5,sofa with ottoman,23610,2,19.0,0.7246620140561956,18.0,34.0
relevant_below_top10,5,sofa with ottoman,26976,2,20.0,0.6679902692969419,78.0,164.0
relevant_below_top10,5,sofa with ottoman,32500,2,21.0,0.6348601334715688,52.0,49.0
relevant_below_top10,5,sofa with ottoman,7102,2,22.0,0.633917839481278,33.0,19.0
relevant_below_top10,5,sofa with ottoman,6407,2,23.0,0.6316621044104702,70.0,153.0
relevant_below_top10,5,sofa with ottoman,33264,2,24.0,0.63016838187737,20.0,24.0
relevant_below_top10,5,sofa with ottoman,33259,2,25.0,0.6076353467662237,87.0,141.0
relevant_below_top10,5,sofa with ottoman,25713,2,26.0,0.5708511852059444,41.0,23.0
relevant_below_top10,5,sofa with ottoman,28660,2,27.0,0.5439237557239951,47.0,20.0
relevant_below_top10,5,sofa with ottoman,6462,1,28.0,0.49114459274053857,94.0,8.0
relevant_below_top10,5,sofa with ottoman,20646,2,29.0,0.4705851604513285,17.0,42.0
relevant_below_top10,5,sofa with ottoman,19180,2,30.0,0.46796789330325067,16.0,41.0
relevant_below_top10,5,sofa with ottoman,40990,2,31.0,0.4429547716548042,57.0,162.0
relevant_below_top10,5,sofa with ottoman,30412,2,32.0,0.43844087564414636,83.0,150.0
relevant_below_top10,5,sofa with ottoman,17670,2,33.0,0.43636824605733066,73.0,165.0
relevant_below_top10,5,sofa with ottoman,4721,2,34.0,0.4340782376247785,68.0,155.0
relevant_below_top10,5,sofa with ottoman,18311,2,35.0,0.4261567155337163,75.0,173.0
relevant_below_top10,5,sofa with ottoman,26058,2,36.0,0.42017327631489554,43.0,199.0
relevant_below_top10,5,sofa with ottoman,39967,2,37.0,0.42017327631489554,55.0,178.0
relevant_below_top10,5,sofa with ottoman,6339,2,38.0,0.4187751145182727,69.0,167.0
relevant_below_top10,5,sofa with ottoman,1743,2,39.0,0.41800040325660576,67.0,143.0
relevant_below_top10,5,sofa with ottoman,33251,2,40.0,0.41591699240789876,85.0,149.0
relevant_below_top10,5,sofa with ottoman,1265,2,41.0,0.41251491681769825,61.0,176.0
relevant_below_top10,5,sofa with ottoman,31026,2,42.0,0.4099521162513247,84.0,151.0
relevant_below_top10,5,sofa with ottoman,33258,2,43.0,0.4086969716747274,86.0,159.0
relevant_below_top10,5,sofa with ottoman,40072,2,44.0,0.4086969716747274,56.0,148.0
relevant_below_top10,5,sofa with ottoman,1698,2,45.0,0.4049706539352702,63.0,156.0
relevant_below_top10,5,sofa with ottoman,18305,2,46.0,0.4012636469870885,74.0,152.0
relevant_below_top10,5,sofa with ottoman,28673,2,47.0,0.39775063320209886,81.0,154.0
relevant_below_top10,5,sofa with ottoman,1700,2,48.0,0.3962512312820251,64.0,174.0
relevant_below_top10,5,sofa with ottoman,6340,2,49.0,0.38610820233430077,31.0,161.0
relevant_below_top10,5,sofa with ottoman,4816,1,50.0,0.38605128390270754,4.0,10.0
relevant_below_top10,5,sofa with ottoman,33262,2,51.0,0.37872397589236684,88.0,186.0
relevant_below_top10,5,sofa with ottoman,27756,2,52.0,0.37119542248854326,79.0,160.0
relevant_below_top10,5,sofa with ottoman,28682,2,53.0,0.36710650177177423,115.0,219.0
relevant_below_top10,5,sofa with ottoman,33263,2,54.0,0.36710650177177423,117.0,207.0
relevant_below_top10,5,sofa with ottoman,1697,2,55.0,0.36502309092306723,62.0,185.0
relevant_below_top10,5,sofa with ottoman,15772,2,56.0,0.35972644459810876,36.0,168.0
relevant_below_top10,5,sofa with ottoman,1705,2,57.0,0.35955874698756174,65.0,180.0
relevant_below_top10,5,sofa with ottoman,1706,2,58.0,0.35955874698756174,66.0,191.0
relevant_below_top10,5,sofa with ottoman,29536,1,59.0,0.35868799071076607,82.0,157.0
relevant_below_top10,5,sofa with ottoman,41112,2,60.0,0.35299619869959115,58.0,137.0
relevant_below_top10,5,sofa with ottoman,41964,2,61.0,0.35299619869959115,59.0,62.0
relevant_below_top10,5,sofa with ottoman,28657,2,62.0,0.35090344633116083,46.0,134.0
relevant_below_top10,5,sofa with ottoman,9685,2,63.0,0.344814302385166,100.0,212.0
relevant_below_top10,5,sofa with ottoman,28683,2,64.0,0.3428551593258798,48.0,135.0
relevant_below_top10,5,sofa with ottoman,17690,2,65.0,0.3399593522619074,37.0,33.0
relevant_below_top10,5,sofa with ottoman,21138,2,66.0,0.33823191508399175,38.0,83.0
relevant_below_top10,5,sofa with ottoman,33534,2,67.0,0.3364367585142751,53.0,43.0
relevant_below_top10,5,sofa with ottoman,6105,2,68.0,0.33468108171660926,30.0,59.0
relevant_below_top10,5,sofa with ottoman,14090,2,69.0,0.33468108171660926,35.0,55.0
relevant_below_top10,5,sofa with ottoman,22745,2,70.0,0.33468108171660926,39.0,130.0
relevant_below_top10,5,sofa with ottoman,32260,2,71.0,0.33468108171660926,50.0,60.0
relevant_below_top10,5,sofa with ottoman,39084,2,72.0,0.33468108171660926,54.0,61.0
relevant_below_top10,5,sofa with ottoman,1286,2,73.0,0.31991679810100987,25.0,63.0
relevant_below_top10,5,sofa with ottoman,31025,2,74.0,0.31991679810100987,49.0,145.0
relevant_below_top10,5,sofa with ottoman,1734,2,75.0,0.3184173961809362,26.0,64.0
relevant_below_top10,5,sofa with ottoman,28643,2,76.0,0.3184173961809362,45.0,133.0
relevant_below_top10,5,sofa with ottoman,32499,2,77.0,0.3131203371399816,51.0,132.0
relevant_below_top10,5,sofa with ottoman,42686,2,78.0,0.3131203371399816,60.0,131.0
relevant_below_top10,5,sofa with ottoman,42722,2,79.0,0.3111973754477648,23.0,46.0
relevant_below_top10,5,sofa with ottoman,25059,2,80.0,0.3004253107155813,110.0,218.0
relevant_below_top10,5,sofa with ottoman,40186,2,81.0,0.3004253107155813,119.0,211.0
relevant_below_top10,5,sofa with ottoman,12986,2,82.0,0.2915316143218912,34.0,48.0
relevant_below_top10,5,sofa with ottoman,1865,2,83.0,0.2873679449011778,27.0,81.0
relevant_below_top10,5,sofa with ottoman,24954,2,84.0,0.27711705509289253,40.0,214.0
relevant_below_top10,5,sofa with ottoman,28639,2,85.0,0.2512223797117116,80.0,146.0
relevant_below_top10,5,sofa with ottoman,5283,2,86.0,0.24898340319308523,29.0,82.0
relevant_below_top10,5,sofa with ottoman,3014,2,87.0,0.2472738997313867,28.0,215.0
relevant_below_top10,5,sofa with ottoman,26053,2,88.0,0.24081533503188546,42.0,84.0
relevant_below_top10,5,sofa with ottoman,40987,2,89.0,0.23873297634281063,89.0,147.0
relevant_below_top10,5,sofa with ottoman,33261,2,90.0,0.21680721540609924,116.0,208.0
relevant_below_top10,5,sofa with ottoman,8497,2,91.0,0.20700547154802404,71.0,194.0
relevant_below_top10,5,sofa with ottoman,5842,1,92.0,0.19507482063835094,228.0,420.0
relevant_below_top10,5,sofa with ottoman,6986,2,93.0,0.16803283918597847,32.0,139.0
relevant_below_top10,5,sofa with ottoman,9522,2,94.0,0.1347986910597556,99.0,243.0
relevant_below_top10,5,sofa with ottoman,42419,2,95.0,0.12808527617377574,122.0,216.0
relevant_below_top10,5,sofa with ottoman,26966,2,96.0,0.12054101329134786,112.0,188.0
relevant_below_top10,5,sofa with ottoman,11256,2,97.0,0.09486788081794104,72.0,200.0
relevant_below_top10,5,sofa with ottoman,18629,1,98.0,0.07347170761955327,229.0,421.0
relevant_below_top10,5,sofa with ottoman,27768,2,99.0,0.027111745308352503,114.0,197.0
relevant_below_top10,5,sofa with ottoman,23985,2,100.0,0.005925683709906502,109.0,213.0
relevant_below_top10,5,sofa with ottoman,27761,2,101.0,0.005925683709906502,113.0,196.0
relevant_below_top10,5,sofa with ottoman,36075,2,102.0,0.0004613397744009249,118.0,210.0
relevant_below_top10,5,sofa with ottoman,1736,2,103.0,-0.0012943370232649904,95.0,190.0
relevant_below_top10,5,sofa with ottoman,41463,2,104.0,-0.0012943370232649904,121.0,198.0
relevant_below_top10,5,sofa with ottoman,27543,1,105.0,-0.0015560475580266183,298.0,418.0
relevant_below_top10,5,sofa with ottoman,18701,2,106.0,-0.021503125561166226,105.0,195.0
relevant_below_top10,5,sofa with ottoman,22956,2,107.0,-0.09984188386410359,77.0,223.0
relevant_below_top10,5,sofa with ottoman,11685,2,108.0,-0.10655950036463675,101.0,209.0
relevant_below_top10,5,sofa with ottoman,42437,2,109.0,-0.1089209248397757,90.0,228.0
relevant_below_top10,5,sofa with ottoman,8876,2,110.0,-0.12448850638602751,98.0,232.0
relevant_below_top10,5,sofa with ottoman,19757,2,111.0,-0.24768012337976478,132.0,183.0
relevant_below_top10,5,sofa with ottoman,5695,1,112.0,-0.2637297427299329,143.0,4.0
relevant_below_top10,5,sofa with ottoman,3260,1,113.0,-0.27921208632242905,288.0,459.0
relevant_below_top10,5,sofa with ottoman,17856,1,114.0,-0.27982190383631256,128.0,6.0
relevant_below_top10,5,sofa with ottoman,13489,1,115.0,-0.29147800245028904,157.0,5.0
relevant_below_top10,5,sofa with ottoman,41293,1,116.0,-0.324780566182778,216.0,17.0
relevant_below_top10,5,sofa with ottoman,38942,1,117.0,-0.3326700414091912,210.0,13.0
relevant_below_top10,5,sofa with ottoman,21997,1,118.0,-0.3435021759979955,125.0,47.0
relevant_below_top10,5,sofa with ottoman,27408,1,119.0,-0.34418393858219853,183.0,7.0
relevant_below_top10,5,sofa with ottoman,1558,1,120.0,-0.3543717121534605,286.0,414.0
relevant_below_top10,5,sofa with ottoman,18229,1,121.0,-0.36751876868991856,123.0,21.0
relevant_below_top10,5,sofa with ottoman,33373,1,122.0,-0.37313651912502477,299.0,457.0
relevant_below_top10,5,sofa with ottoman,23555,1,123.0,-0.37898976138877055,295.0,468.0
relevant_below_top10,5,sofa with ottoman,42405,1,124.0,-0.38772755722781993,127.0,22.0
relevant_below_top10,5,sofa with ottoman,39737,1,125.0,-0.40938963573020615,302.0,441.0
relevant_below_top10,5,sofa with ottoman,3841,1,126.0,-0.4128530184052973,93.0,413.0
relevant_below_top10,5,sofa with ottoman,38326,1,127.0,-0.4265254732576305,301.0,440.0
relevant_below_top10,5,sofa with ottoman,545,1,128.0,-0.4350359053954916,283.0,442.0
relevant_below_top10,5,sofa with ottoman,1730,1,129.0,-0.4362421471020385,287.0,408.0
relevant_below_top10,5,sofa with ottoman,35575,1,130.0,-0.4427806913918165,202.0,39.0
relevant_below_top10,5,sofa with ottoman,33224,1,131.0,-0.45452003041031164,1333.0,1338.0
relevant_below_top10,5,sofa with ottoman,27592,1,132.0,-0.45668359290371147,447.0,645.0
relevant_below_top10,5,sofa with ottoman,19037,2,133.0,-0.4632134373576655,76.0,221.0
relevant_below_top10,5,sofa with ottoman,5265,2,134.0,-0.4675490403001257,129.0,230.0
relevant_below_top10,5,sofa with ottoman,18310,2,135.0,-0.4688095104702168,104.0,252.0
relevant_below_top10,5,sofa with ottoman,14879,2,136.0,-0.4699220407777167,102.0,225.0
relevant_below_top10,5,sofa with ottoman,40988,2,137.0,-0.4716202938818237,120.0,224.0
relevant_below_top10,5,sofa with ottoman,13488,1,138.0,-0.47299113896574596,156.0,96.0
relevant_below_top10,5,sofa with ottoman,35608,1,139.0,-0.47678230050937115,207.0,37.0
relevant_below_top10,5,sofa with ottoman,35604,1,140.0,-0.4831287226850252,206.0,25.0
relevant_below_top10,5,sofa with ottoman,32181,1,141.0,-0.48885629392094254,191.0,29.0
relevant_below_top10,5,sofa with ottoman,25080,2,142.0,-0.49434464818637003,133.0,237.0
relevant_below_top10,5,sofa with ottoman,10978,1,143.0,-0.5003762794510564,152.0,92.0
relevant_below_top10,5,sofa with ottoman,4792,1,144.0,-0.5033116199931688,289.0,464.0
relevant_below_top10,5,sofa with ottoman,6510,1,145.0,-0.5041415674200008,290.0,465.0
relevant_below_top10,5,sofa with ottoman,31346,1,146.0,-0.5142129858071469,189.0,27.0
relevant_below_top10,5,sofa with ottoman,28692,1,147.0,-0.5154376375554534,185.0,108.0
relevant_below_top10,5,sofa with ottoman,23506,1,148.0,-0.5211767316627262,173.0,36.0
relevant_below_top10,5,sofa with ottoman,10977,1,149.0,-0.5284313624384538,151.0,52.0
relevant_below_top10,5,sofa with ottoman,21668,1,150.0,-0.5299496004147954,171.0,102.0
relevant_below_top10,5,sofa with ottoman,37060,1,151.0,-0.530679293528263,208.0,120.0
relevant_below_top10,5,sofa with ottoman,15077,1,152.0,-0.5309924138107693,161.0,44.0
relevant_below_top10,5,sofa with ottoman,25635,1,153.0,-0.5314926534655544,176.0,73.0
relevant_below_top10,5,sofa with ottoman,25850,1,154.0,-0.5318223612376014,178.0,74.0
relevant_below_top10,5,sofa with ottoman,27404,1,155.0,-0.5318223612376014,179.0,105.0
relevant_below_top10,5,sofa with ottoman,29791,1,156.0,-0.5318223612376014,186.0,109.0
relevant_below_top10,5,sofa with ottoman,32694,1,157.0,-0.5318223612376014,194.0,114.0
relevant_below_top10,5,sofa with ottoman,33471,1,158.0,-0.5318223612376014,199.0,57.0
relevant_below_top10,5,sofa with ottoman,32480,1,159.0,-0.5323226008923865,193.0,77.0
relevant_below_top10,5,sofa with ottoman,13487,1,160.0,-0.5438963546491729,155.0,95.0
relevant_below_top10,5,sofa with ottoman,40332,1,161.0,-0.5438963546491729,211.0,122.0
relevant_below_top10,5,sofa with ottoman,7676,1,162.0,-0.5455607052544162,146.0,90.0
relevant_below_top10,5,sofa with ottoman,27406,1,163.0,-0.547546579949755,181.0,75.0
relevant_below_top10,5,sofa with ottoman,27938,1,164.0,-0.5520311497755028,184.0,107.0
relevant_below_top10,5,sofa with ottoman,42042,1,165.0,-0.5520311497755028,221.0,129.0
relevant_below_top10,5,sofa with ottoman,5379,2,166.0,-0.55252269155729,142.0,87.0
relevant_below_top10,5,sofa with ottoman,19828,1,167.0,-0.5548615739143244,166.0,99.0
relevant_below_top10,5,sofa with ottoman,20279,1,168.0,-0.5548615739143244,169.0,71.0
relevant_below_top10,5,sofa with ottoman,15280,1,169.0,-0.5564046269650833,163.0,97.0
relevant_below_top10,5,sofa with ottoman,4544,1,170.0,-0.5572345743919154,140.0,40.0
relevant_below_top10,5,sofa with ottoman,32195,1,171.0,-0.5572345743919154,192.0,113.0
relevant_below_top10,5,sofa with ottoman,40773,1,172.0,-0.5572345743919154,213.0,123.0
relevant_below_top10,5,sofa with ottoman,33015,1,173.0,-0.5590474967981663,197.0,136.0
relevant_below_top10,5,sofa with ottoman,8816,1,174.0,-0.5598774442249984,149.0,51.0
relevant_below_top10,5,sofa with ottoman,9365,1,175.0,-0.5598774442249984,150.0,58.0
relevant_below_top10,5,sofa with ottoman,42664,2,176.0,-0.561720896799472,10.0,390.0
relevant_below_top10,5,sofa with ottoman,41322,1,177.0,-0.5632751957602423,217.0,125.0
relevant_below_top10,5,sofa with ottoman,6354,1,178.0,-0.5675579289360277,144.0,88.0
relevant_below_top10,5,sofa with ottoman,14844,1,179.0,-0.572790430064686,160.0,68.0
relevant_below_top10,5,sofa with ottoman,35603,1,180.0,-0.572790430064686,205.0,119.0
relevant_below_top10,5,sofa with ottoman,15271,1,181.0,-0.5734077537446111,162.0,69.0
relevant_below_top10,5,sofa with ottoman,19829,1,182.0,-0.5736203774915181,167.0,100.0
relevant_below_top10,5,sofa with ottoman,8493,1,183.0,-0.5742404150253938,148.0,45.0
relevant_below_top10,5,sofa with ottoman,27407,1,184.0,-0.575993377969109,182.0,76.0
relevant_below_top10,5,sofa with ottoman,33017,1,185.0,-0.5792562853360678,198.0,142.0
relevant_below_top10,5,sofa with ottoman,4835,1,186.0,-0.5815098527179312,141.0,65.0
relevant_below_top10,5,sofa with ottoman,14835,1,187.0,-0.5836983499426792,159.0,67.0
relevant_below_top10,5,sofa with ottoman,20074,1,188.0,-0.5838828531955221,168.0,53.0
relevant_below_top10,5,sofa with ottoman,25813,1,189.0,-0.5856943709030896,177.0,104.0
relevant_below_top10,5,sofa with ottoman,32696,1,190.0,-0.5872374239538485,195.0,78.0
relevant_below_top10,5,sofa with ottoman,37079,1,191.0,-0.5872374239538485,209.0,121.0
relevant_below_top10,5,sofa with ottoman,2968,1,192.0,-0.5880673713806805,138.0,85.0
relevant_below_top10,5,sofa with ottoman,20287,1,193.0,-0.5880673713806805,170.0,101.0
relevant_below_top10,5,sofa with ottoman,24843,1,194.0,-0.5880673713806805,175.0,72.0
relevant_below_top10,5,sofa with ottoman,40353,1,195.0,-0.5887125696710169,212.0,79.0
relevant_below_top10,5,sofa with ottoman,34517,1,196.0,-0.5923745918190071,201.0,118.0
relevant_below_top10,5,sofa with ottoman,7964,1,197.0,-0.5948695488091849,147.0,91.0
relevant_below_top10,5,sofa with ottoman,35594,1,198.0,-0.5957723433542507,203.0,54.0
relevant_below_top10,5,sofa with ottoman,30684,1,199.0,-0.5959568466070937,188.0,111.0
relevant_below_top10,5,sofa with ottoman,7675,1,200.0,-0.6016754604789154,145.0,89.0
relevant_below_top10,5,sofa with ottoman,27405,1,201.0,-0.6016754604789154,180.0,106.0
relevant_below_top10,5,sofa with ottoman,6393,2,202.0,-0.6026929815550717,309.0,269.0
relevant_below_top10,5,sofa with ottoman,19267,1,203.0,-0.6032185135296743,165.0,98.0
relevant_below_top10,5,sofa with ottoman,31365,1,204.0,-0.6032185135296743,190.0,112.0
relevant_below_top10,5,sofa with ottoman,21935,1,205.0,-0.6040484609565063,172.0,56.0
relevant_below_top10,5,sofa with ottoman,30011,1,206.0,-0.6040484609565063,187.0,110.0
relevant_below_top10,5,sofa with ottoman,32697,1,207.0,-0.6040484609565063,196.0,115.0
relevant_below_top10,5,sofa with ottoman,14633,1,208.0,-0.6040916417334238,158.0,66.0
relevant_below_top10,5,sofa with ottoman,41339,1,209.0,-0.605903159440991,219.0,127.0
relevant_below_top10,5,sofa with ottoman,35602,1,210.0,-0.6074462124917499,204.0,50.0
relevant_below_top10,5,sofa with ottoman,34116,1,211.0,-0.608276159918582,200.0,117.0
relevant_below_top10,5,sofa with ottoman,41283,1,212.0,-0.6117534329300761,215.0,80.0
relevant_below_top10,5,sofa with ottoman,16603,1,213.0,-0.6119379361829193,164.0,70.0
relevant_below_top10,5,sofa with ottoman,13047,1,214.0,-0.6125833803569082,153.0,93.0
relevant_below_top10,5,sofa with ottoman,13048,1,215.0,-0.617453822172943,154.0,94.0
relevant_below_top10,5,sofa with ottoman,35592,1,216.0,-0.6205282536326407,126.0,428.0
relevant_below_top10,5,sofa with ottoman,41282,1,217.0,-0.6210543015899843,214.0,124.0
relevant_below_top10,5,sofa with ottoman,41338,1,218.0,-0.6210543015899843,218.0,126.0
relevant_below_top10,5,sofa with ottoman,20278,1,219.0,-0.6213582010594728,124.0,436.0
relevant_below_top10,5,sofa with ottoman,23827,1,220.0,-0.6234273020675752,174.0,103.0
relevant_below_top10,5,sofa with ottoman,41382,1,221.0,-0.6234273020675752,220.0,128.0
relevant_below_top10,5,sofa with ottoman,4411,1,222.0,-0.6321467247208203,139.0,86.0
relevant_below_top10,5,sofa with ottoman,11683,2,223.0,-0.6323970329932864,130.0,242.0
relevant_below_top10,5,sofa with ottoman,33260,2,224.0,-0.6422903922135029,135.0,249.0
relevant_below_top10,5,sofa with ottoman,955,1,225.0,-0.6510469610918364,284.0,469.0
relevant_below_top10,5,sofa with ottoman,25650,1,226.0,-0.654938967160346,297.0,467.0
relevant_below_top10,5,sofa with ottoman,7135,1,227.0,-0.6577301507824141,292.0,477.0
relevant_below_top10,5,sofa with ottoman,1101,1,228.0,-0.6585600982092462,285.0,470.0
relevant_below_top10,5,sofa with ottoman,6511,1,229.0,-0.6585600982092462,291.0,466.0
relevant_below_top10,5,sofa with ottoman,14543,2,230.0,-0.6695549553482564,131.0,248.0
relevant_below_top10,5,sofa with ottoman,37602,1,232.0,-0.6902272983764225,300.0,478.0
relevant_below_top10,5,sofa with ottoman,31266,1,233.0,-0.6977946482611096,264.0,220.0
relevant_below_top10,5,sofa with ottoman,24956,1,234.0,-0.706813241269722,296.0,458.0
relevant_below_top10,5,sofa with ottoman,28853,1,235.0,-0.7072722077421262,560.0,438.0
relevant_below_top10,5,sofa with ottoman,16804,1,236.0,-0.710467469615403,1011.0,844.0
relevant_below_top10,5,sofa with ottoman,14678,1,237.0,-0.7190218009557178,293.0,523.0
relevant_below_top10,5,sofa with ottoman,1514,1,238.0,-0.7203335278463012,948.0,964.0
relevant_below_top10,5,sofa with ottoman,2276,1,239.0,-0.7215396741745062,713.0,572.0
relevant_below_top10,5,sofa with ottoman,11471,1,240.0,-0.722163285309153,737.0,456.0
relevant_below_top10,5,sofa with ottoman,39482,1,241.0,-0.7232747314027765,639.0,407.0
relevant_below_top10,5,sofa with ottoman,4591,1,242.0,-0.7266831115931934,436.0,437.0
relevant_below_top10,5,sofa with ottoman,14628,1,243.0,-0.7300501063123672,740.0,562.0
relevant_below_top10,5,sofa with ottoman,9265,1,244.0,-0.7325074534108629,960.0,958.0
relevant_below_top10,5,sofa with ottoman,21677,1,245.0,-0.7346277826637957,445.0,517.0
relevant_below_top10,5,sofa with ottoman,17938,1,246.0,-0.7569072505031033,294.0,381.0
relevant_below_top10,5,sofa with ottoman,18906,1,247.0,-0.7618295187592217,444.0,415.0
relevant_below_top10,5,sofa with ottoman,14746,1,248.0,-0.7621123325239529,741.0,563.0
relevant_below_top10,5,sofa with ottoman,25086,2,249.0,-0.7753577914546119,651.0,389.0
relevant_below_top10,5,sofa with ottoman,22116,2,250.0,-0.7759957034929604,108.0,245.0
relevant_below_top10,5,sofa with ottoman,18262,2,251.0,-0.780404603607287,103.0,254.0
relevant_below_top10,5,sofa with ottoman,3626,1,252.0,-0.7844386939827357,340.0,434.0
relevant_below_top10,5,sofa with ottoman,24081,2,253.0,-0.7939526326588092,424.0,310.0
